expedition_id,peak_name,year,season,basecamp_date,highpoint_date,termination_date,termination_reason,highpoint_metres,members,member_deaths,hired_staff,hired_staff_deaths,oxygen_used,trekking_agency
EVER08146,Everest,2008,Spring,2008-04-25,2008-05-26,2008-05-30,Success (main peak),8850,5,0,14,0,TRUE,Rolwaling Treks
EVER08147,Everest,2008,Spring,2008-04-11,2008-05-21,2008-05-25,Success (main peak),8850,7,0,2,0,TRUE,Trekking Camp Nepal
EVER08148,Everest,2008,Spring,2008-04-19,2008-05-22,2008-05-26,Success (main peak),8850,6,0,7,0,TRUE,Peak Paldor Trekking
EVER08149,Everest,2008,Spring,2008-04-12,2008-05-24,2008-05-27,Success (main peak),8850,11,0,9,0,TRUE,Sherpa Shangri-La Trekking
EVER08150,Everest,2008,Spring,2008-04-15,2008-05-22,2008-05-27,Success (main peak),8850,16,0,12,0,TRUE,Himalaya Expeditions
EVER08151,Everest,2008,Spring,2008-04-08,2008-05-21,2008-05-24,Success (main peak),8850,20,0,18,0,TRUE,Everest Parivar
EVER08152,Everest,2008,Spring,2008-04-13,2008-05-22,2008-05-27,Success (main peak),8850,12,0,9,0,TRUE,Himalaya Expeditions
EVER08153,Everest,2008,Spring,2008-04-11,2008-05-23,2008-05-28,Success (main peak),8850,1,0,0,0,TRUE,NE-KO Treks
EVER08154,Everest,2008,Spring,2008-04-15,2008-05-22,2008-05-26,Success (main peak),8850,8,0,6,0,TRUE,Cho Oyu Trekking
EVER08116,Everest,2008,Spring,2008-04-15,2008-05-19,2008-05-25,"Bad weather (storms, high winds)",7900,1,0,0,0,FALSE,Thamserku Trekking
EVER08140,Everest,2008,Spring,2008-04-19,2008-05-24,2008-05-25,Success (main peak),8850,1,0,0,0,TRUE,Himalayan Guides
EVER08156,Everest,2008,Spring,2008-04-13,2008-05-25,2008-05-28,Success (main peak),8850,2,0,5,0,TRUE,World Summit Explorer
EVER08155,Everest,2008,Spring,2008-04-11,2008-05-23,2008-05-28,Success (main peak),8850,8,0,6,0,TRUE,Korean Treks & Expeditions
EVER08134,Everest,2008,Spring,2008-04-25,2008-05-22,2008-05-29,Success (main peak),8850,12,0,10,0,TRUE,World Summit Explorer
EVER08128,Everest,2008,Spring,2008-04-20,2008-05-25,NA,"Bad weather (storms, high winds)",8600,4,0,7,0,TRUE,Cho Oyu Trekking
EVER08301,Everest,2008,Autumn,2008-09-24,2008-10-17,2008-10-20,Accident (death or serious injury),7200,1,0,2,0,TRUE,Himalaya Expeditions
EVER08302,Everest,2008,Autumn,2008-09-28,2008-10-17,2008-10-21,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7200,1,0,1,0,FALSE,Prestige Adventure
EVER08303,Everest,2008,Autumn,2008-09-27,2008-10-17,2008-10-20,Accident (death or serious injury),7200,1,0,1,0,TRUE,Prestige Adventure
EVER08304,Everest,2008,Autumn,2008-09-13,2008-10-14,2008-10-31,"Bad weather (storms, high winds)",8400,7,0,10,0,TRUE,NE-KO Treks
EVER08305,Everest,2008,Autumn,2008-09-21,2008-10-04,2008-10-13,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6400,13,0,7,0,FALSE,Cho Oyu Trekking
EVER09103,Everest,2009,Spring,2009-05-06,2009-05-21,2009-05-24,Success (main peak),8850,4,0,2,0,TRUE,Himalaya Expeditions
EVER09108,Everest,2009,Spring,2009-04-20,2009-05-21,2009-05-25,Success (main peak),8850,6,0,5,0,TRUE,Cosmo Treks
EVER09104,Everest,2009,Spring,2009-04-15,2009-05-21,2009-05-24,Success (main peak),8850,1,0,1,0,TRUE,Himalaya Expeditions
EVER09105,Everest,2009,Spring,2009-04-03,2009-05-21,2009-05-24,Success (main peak),8850,1,0,1,0,TRUE,Arun Treks
EVER09106,Everest,2009,Spring,2009-04-11,2009-04-19,2009-04-21,"Route technically too difficult, lack of experience, strength, or motivation",6100,1,0,0,0,FALSE,Multi Adventure
EVER09107,Everest,2009,Spring,2009-04-26,2009-05-21,2009-05-28,Success (main peak),8850,2,0,1,0,TRUE,Monterosa Treks
EVER09109,Everest,2009,Spring,2009-04-19,2009-05-18,2009-05-26,Lack (or loss) of supplies or equipment,7800,1,0,0,0,FALSE,Monterosa Treks
EVER09111,Everest,2009,Spring,2009-04-24,2009-05-22,2009-05-26,"Illness, AMS, exhaustion, or frostbite",8800,1,0,0,0,FALSE,Tseringma Treks
EVER09113,Everest,2009,Spring,2009-04-08,2009-05-20,2009-05-24,Success (main peak),8850,1,0,1,0,TRUE,Arun Treks
EVER09114,Everest,2009,Spring,2009-04-17,2009-05-19,2009-05-24,Success (main peak),8850,2,0,3,0,TRUE,High Himalayan Adventure
EVER09115,Everest,2009,Spring,2009-04-08,2009-05-22,2009-05-25,Success (main peak),8850,1,0,0,0,TRUE,Explore Himalaya
EVER09116,Everest,2009,Spring,2009-04-22,2009-06-05,2009-06-07,"Illness, AMS, exhaustion, or frostbite",8400,1,0,0,0,FALSE,Adventure Extreme
EVER09117,Everest,2009,Spring,2009-04-07,2009-05-19,2009-05-23,Success (main peak),8850,6,0,5,0,TRUE,Everest Parivar
EVER09118,Everest,2009,Spring,2009-04-01,2009-05-19,2009-05-24,Success (main peak),8850,5,0,5,0,TRUE,Explore Himalaya
EVER09119,Everest,2009,Spring,2009-04-15,2009-04-27,2009-05-21,"Illness, AMS, exhaustion, or frostbite",7000,1,0,1,0,FALSE,Asian Trekking
EVER09120,Everest,2009,Spring,2009-04-19,2009-05-21,2009-05-26,Success (main peak),8850,1,0,1,0,TRUE,Monterosa Treks
EVER09121,Everest,2009,Spring,2009-04-15,2009-04-23,2009-05-18,Other,6400,1,0,1,0,TRUE,Arun Treks
EVER09122,Everest,2009,Spring,2009-04-19,2009-05-21,2009-05-28,Success (main peak),8850,1,0,1,0,TRUE,Monterosa Treks
EVER09123,Everest,2009,Spring,2009-04-05,2009-05-21,2009-05-25,Success (main peak),8850,1,0,2,0,TRUE,Asian Trekking
EVER09124,Everest,2009,Spring,2009-04-23,2009-05-22,2009-05-26,Success (main peak),8850,3,0,1,0,TRUE,Tseringma Treks
EVER09125,Everest,2009,Spring,2009-04-24,2009-05-22,2009-05-25,Success (main peak),8850,2,0,2,0,TRUE,Tseringma Treks
EVER09126,Everest,2009,Spring,2009-04-14,2009-05-19,2009-05-24,Success (main peak),8850,4,0,3,0,TRUE,Asian Trekking
EVER09127,Everest,2009,Spring,2009-04-12,2009-05-19,2009-05-22,Other,8700,3,0,4,0,TRUE,Himalayan Windhorse Adventure
EVER09128,Everest,2009,Spring,2009-04-18,2009-05-20,2009-05-23,Success (main peak),8850,3,0,6,0,TRUE,Explore Himalaya
EVER09129,Everest,2009,Spring,2009-05-01,2009-06-04,2009-06-08,"Bad weather (storms, high winds)",8300,5,0,0,0,TRUE,Iceland Trekking (Tendi)
EVER09130,Everest,2009,Spring,2009-04-13,2009-05-19,2009-05-24,Success (main peak),8850,4,0,2,0,TRUE,High Altitude Dreams
EVER09131,Everest,2009,Spring,2009-04-20,2009-05-22,2009-05-28,Success (main peak),8850,9,0,6,0,TRUE,Himalayan Guides
EVER09132,Everest,2009,Spring,2009-04-14,2009-05-20,2009-05-23,Success (main peak),8850,1,0,1,0,TRUE,Thamserku Trekking
EVER09134,Everest,2009,Spring,2009-04-15,2009-05-19,2009-05-22,"Illness, AMS, exhaustion, or frostbite",8400,1,0,1,0,TRUE,Asian Trekking
EVER09135,Everest,2009,Spring,2009-05-03,2009-05-19,2009-05-21,Success (main peak),8850,1,0,1,0,TRUE,Bochi Bochi Treks
EVER09136,Everest,2009,Spring,2009-04-12,2009-05-20,2009-05-24,Success (main peak),8850,1,0,3,0,TRUE,Asian Trekking
EVER09137,Everest,2009,Spring,2009-04-06,2009-05-20,2009-05-25,Success (main peak),8850,9,0,0,0,TRUE,Thamserku Trekking
EVER09138,Everest,2009,Spring,2009-04-10,2009-05-19,2009-05-25,Success (main peak),8850,10,0,14,0,TRUE,Himalayan Guides
EVER09139,Everest,2009,Spring,2009-04-23,2009-05-18,2009-05-22,"Route technically too difficult, lack of experience, strength, or motivation",8500,1,0,4,0,TRUE,Cosmo Treks
EVER09140,Everest,2009,Spring,2009-04-14,2009-05-19,2009-05-23,"Bad weather (storms, high winds)",7820,2,0,0,0,FALSE,Thamserku Trekking
EVER09141,Everest,2009,Spring,2009-04-08,2009-05-19,2009-05-21,Success (main peak),8850,1,0,2,0,TRUE,Peak Promotion
EVER09142,Everest,2009,Spring,2009-04-12,2009-05-20,2009-05-23,Success (main peak),8850,6,0,7,0,TRUE,Thamserku Trekking
EVER09143,Everest,2009,Spring,2009-04-15,2009-05-19,2009-05-23,Success (main peak),8850,3,0,3,0,TRUE,Prestige Adventure
EVER09144,Everest,2009,Spring,2009-04-17,2009-05-20,2009-05-25,Success (main peak),8850,10,0,9,0,TRUE,Everest Parivar
EVER09145,Everest,2009,Spring,2009-04-09,2009-05-19,2009-05-25,Success (main peak),8850,10,0,15,0,TRUE,High Altitude Dreams
EVER09146,Everest,2009,Spring,2009-04-17,2009-05-18,2009-05-22,Success (main peak),8850,11,0,8,0,TRUE,Rolwaling Treks
EVER09147,Everest,2009,Spring,2009-04-28,2009-05-18,2009-05-23,Success (main peak),8850,2,0,2,0,TRUE,Thamserku Trekking
EVER09148,Everest,2009,Spring,2009-04-17,2009-05-20,2009-05-25,Success (main peak),8850,9,0,7,0,TRUE,Expes.com Treks
EVER09149,Everest,2009,Spring,2009-04-20,2009-05-28,2009-05-29,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7250,6,0,3,0,TRUE,Monterosa Treks
EVER09150,Everest,2009,Spring,2009-04-28,2009-05-20,2009-05-23,Success (main peak),8850,3,0,2,0,TRUE,True North Expedition
EVER09151,Everest,2009,Spring,2009-04-07,2009-05-19,2009-05-25,Success (main peak),8850,12,0,6,0,TRUE,Everest Trekking
EVER09152,Everest,2009,Spring,2009-04-05,2009-05-05,2009-05-25,Success (main peak),8850,20,0,42,0,TRUE,Beyul Adventure
EVER09153,Everest,2009,Spring,2009-04-05,2009-05-20,2009-05-24,Success (main peak),8850,7,0,5,0,TRUE,Beyul Adventure
EVER09154,Everest,2009,Spring,2009-04-12,2009-05-20,2009-05-23,Success (main peak),8850,10,0,12,0,TRUE,Senge Treks & Expeditions
EVER09155,Everest,2009,Spring,2009-04-11,2009-05-19,2009-05-24,Success (main peak),8850,17,0,13,0,TRUE,Summit Nepal Trekking
EVER09156,Everest,2009,Spring,2009-04-15,2009-05-20,2009-05-27,Success (main peak),8850,14,0,11,0,TRUE,Asian Trekking
EVER09157,Everest,2009,Spring,2009-04-15,2009-05-05,2009-05-26,Success (main peak),8850,19,0,22,0,TRUE,Sherpa Shangri-La Trekking
EVER09158,Everest,2009,Spring,2009-03-29,2009-05-20,2009-05-23,Success (main peak),8850,5,0,7,0,TRUE,NE-KO Treks
EVER09159,Everest,2009,Spring,2009-04-19,2009-05-21,2009-05-26,Success (main peak),8850,18,0,11,0,TRUE,Himalaya Expeditions
EVER09163,Everest,2009,Spring,2009-04-19,2009-05-18,2009-05-24,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7400,2,0,1,0,FALSE,Monterosa Treks
EVER09165,Everest,2009,Spring,2009-04-22,2009-05-07,2009-05-28,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7800,1,0,1,0,TRUE,Mountain Tribes Trekking
EVER09166,Everest,2009,Spring,2009-04-28,2009-05-22,2009-05-24,Success (main peak),8850,2,0,3,0,TRUE,Himalayan Guides
EVER09167,Everest,2009,Spring,2009-04-21,2009-05-27,2009-06-02,"Bad weather (storms, high winds)",7750,19,0,9,0,TRUE,Himalayan Guides
EVER09168,Everest,2009,Spring,2009-04-07,2009-05-05,2009-05-27,Success (main peak),8850,37,0,26,0,TRUE,Mountain Experience
EVER09169,Everest,2009,Spring,2009-04-14,2009-05-21,2009-05-23,Success (main peak),8850,8,0,7,0,TRUE,Himalayan Guides
EVER09170,Everest,2009,Spring,2009-04-28,2009-05-18,2009-05-23,Success (main peak),8850,4,0,0,0,TRUE,Thamserku Trekking
EVER09171,Everest,2009,Spring,2009-04-18,2009-05-19,2009-05-25,Success (main peak),8850,1,0,2,0,TRUE,World Summit Explorer
EVER09172,Everest,2009,Spring,2009-04-20,2009-05-19,2009-05-26,Success (main peak),8850,1,0,3,0,TRUE,World Summit Explorer
EVER09173,Everest,2009,Spring,2009-03-30,2009-05-19,2009-05-23,Success (main peak),8850,9,0,5,0,TRUE,Trekking Camp Nepal
EVER09174,Everest,2009,Spring,2009-04-19,2009-05-21,2009-05-27,Lack (or loss) of supplies or equipment,8600,3,0,0,0,TRUE,Monterosa Treks
EVER09175,Everest,2009,Spring,NA,2009-05-21,NA,Success (main peak),8850,1,0,1,0,TRUE,Prestige Adventure
EVER09176,Everest,2009,Spring,2009-04-19,2009-05-21,2009-05-24,"Illness, AMS, exhaustion, or frostbite",8450,1,0,1,0,TRUE,Himalayan Sherpa Adventure
EVER09177,Everest,2009,Spring,2009-04-15,2009-05-20,2009-05-23,Lack of time,8300,1,0,2,0,TRUE,NE-KO Treks
EVER09178,Everest,2009,Spring,2009-03-12,2009-05-07,2009-05-09,"Illness, AMS, exhaustion, or frostbite",7000,1,0,1,0,FALSE,Himalayan Windhorse Adventure
EVER09179,Everest,2009,Spring,2009-04-19,2009-05-20,2009-05-24,"Bad weather (storms, high winds)",8635,7,1,1,0,TRUE,Monterosa Treks
EVER09164,Everest,2009,Spring,2009-04-19,2009-05-21,NA,Success (main peak),8850,1,1,0,0,FALSE,Monterosa Treks
EVER09162,Everest,2009,Spring,2009-04-22,2009-06-06,2009-06-08,"Bad weather (storms, high winds)",8400,2,0,2,0,TRUE,Mountain Tribes Trekking
EVER09161,Everest,2009,Spring,2009-04-16,2009-05-03,2009-05-20,"Bad weather (storms, high winds)",6700,4,0,3,1,FALSE,Mountain Tribes Trekking
EVER09160,Everest,2009,Spring,2009-04-13,2009-05-19,NA,Success (main peak),8850,2,0,1,0,TRUE,Asian Trekking
EVER09133,Everest,2009,Spring,2009-04-16,2009-04-19,2009-04-20,"Route technically too difficult, lack of experience, strength, or motivation",6400,1,0,0,0,FALSE,Nepal Trans Himalayan Explorer
EVER09102,Everest,2009,Spring,2009-04-10,2009-05-15,NA,Success (main peak),8850,29,1,32,0,TRUE,Holy Mountain Adventure
EVER09110,Everest,2009,Spring,2009-04-12,2009-05-18,2009-05-29,"Illness, AMS, exhaustion, or frostbite",7700,13,0,2,0,FALSE,Asian Trekking
EVER09112,Everest,2009,Spring,2009-04-13,2009-04-18,2009-04-20,"Illness, AMS, exhaustion, or frostbite",5650,1,0,2,0,FALSE,Ang Tendi Sherpa (Thamserku permit)
EVER09301,Everest,2009,Autumn,2009-09-05,2009-09-18,2009-10-10,"Bad weather (storms, high winds)",7500,4,0,0,0,FALSE,Thamserku Trekking
EVER09302,Everest,2009,Autumn,2009-09-02,2009-10-01,2009-10-06,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7200,28,0,5,0,FALSE,Himalaya Expeditions
EVER09303,Everest,2009,Autumn,2009-08-27,2009-09-24,2009-09-28,"Bad weather (storms, high winds)",7900,10,0,8,0,FALSE,Bochi Bochi Treks
EVER08102,Everest,2008,Spring,NA,NA,NA,Other,8700,1,0,4,0,TRUE,Tibet Mountain School
EVER10301,Everest,2010,Autumn,2010-09-12,2010-10-15,2010-10-17,Success (main peak),8850,1,0,6,0,TRUE,Himalayan Trailblazer
EVER10302,Everest,2010,Autumn,2010-09-12,2010-09-12,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6000,3,0,0,0,TRUE,Cho Oyu Trekking
EVER10303,Everest,2010,Autumn,2010-08-16,NA,2010-11-01,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7300,4,0,0,0,FALSE,Prestige Adventure
EVER10304,Everest,2010,Autumn,2010-09-04,2010-10-01,2010-10-03,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7750,1,0,0,0,FALSE,Bochi Bochi Treks
EVER11112,Everest,2011,Spring,2011-04-14,2011-05-09,2011-05-12,Success (main peak),8850,2,0,1,0,TRUE,Explore Himalaya
EVER11117,Everest,2011,Spring,2011-04-16,2011-05-12,2011-05-15,Success (main peak),8850,1,0,1,0,TRUE,Mountain Tribes Trekking
EVER11119,Everest,2011,Spring,2011-04-09,2011-05-12,2011-05-17,Success (main peak),8850,4,0,6,0,TRUE,High Altitude Dreams
EVER11124,Everest,2011,Spring,2011-04-19,2011-05-25,2011-05-30,Success (main peak),8850,5,0,14,0,TRUE,Rolwaling Treks
EVER11105,Everest,2011,Spring,2011-04-19,2011-05-06,2011-05-08,Success (main peak),8850,2,0,2,0,TRUE,Himalayan Guides
EVER11106,Everest,2011,Spring,2011-04-28,2011-05-26,2011-05-29,Success (main peak),8850,4,0,4,0,TRUE,Cosmo Treks
EVER11107,Everest,2011,Spring,2011-04-22,2011-05-21,2011-05-24,Success (main peak),8850,1,0,1,0,TRUE,Thamserku Trekking
EVER11108,Everest,2011,Spring,2011-04-18,2011-05-27,2011-05-31,"Bad weather (storms, high winds)",8000,1,0,0,0,FALSE,Explore Himalaya
EVER11109,Everest,2011,Spring,2011-05-05,2011-05-18,2011-05-27,Other,8000,2,0,0,0,TRUE,Cho Oyu Trekking
EVER11110,Everest,2011,Spring,2011-05-14,2011-05-21,NA,"Illness, AMS, exhaustion, or frostbite",8700,2,0,0,0,FALSE,Asian Trekking
EVER11111,Everest,2011,Spring,2011-05-24,2011-05-29,2011-05-31,"Illness, AMS, exhaustion, or frostbite",7800,2,0,0,0,TRUE,Sherpa Shangri-La Trekking
EVER11113,Everest,2011,Spring,2011-04-13,2011-05-27,2011-05-31,Success (main peak),8850,3,0,3,0,TRUE,Sherpa Shangri-La Trekking
EVER11114,Everest,2011,Spring,2011-04-22,2011-05-27,2011-06-01,"Bad weather (storms, high winds)",8700,4,0,4,0,TRUE,Freelancer Lhakpa Sherpa
EVER11115,Everest,2011,Spring,2011-04-14,2011-05-20,2011-05-25,Lack (or loss) of supplies or equipment,7700,1,0,1,0,FALSE,Extreme Adventure
EVER11116,Everest,2011,Spring,2011-04-07,2011-05-19,2011-05-22,Success (main peak),8850,1,0,1,0,TRUE,Zen Adventure Holidays
EVER11118,Everest,2011,Spring,2011-04-14,2011-05-20,2011-05-26,"Illness, AMS, exhaustion, or frostbite",7650,1,0,0,0,FALSE,Adventure Extreme
EVER11120,Everest,2011,Spring,2011-04-13,2011-05-12,2011-05-16,"Bad weather (storms, high winds)",8700,1,0,1,0,TRUE,Taro Treks (Prestige Adventure permit)
EVER11121,Everest,2011,Spring,2011-04-09,2011-05-20,2011-05-25,Success (main peak),8850,3,0,3,0,TRUE,Adventure Alternative Nepal
EVER11122,Everest,2011,Spring,2011-05-02,2011-05-19,2011-05-24,Success (main peak),8850,1,0,1,0,TRUE,Mountain Consult
EVER11123,Everest,2011,Spring,2011-04-13,2011-05-21,2011-05-26,Success (main peak),8850,1,0,1,0,TRUE,Cosmo Treks
EVER11125,Everest,2011,Spring,2011-04-07,2011-05-20,2011-05-28,Success (main peak),8850,1,0,1,0,TRUE,Rolwaling Excursion
EVER11126,Everest,2011,Spring,2011-04-11,2011-05-12,2011-05-14,Success (main peak),8850,4,0,2,0,TRUE,Seven Summit Treks
EVER11127,Everest,2011,Spring,2011-04-07,2011-05-20,2011-05-28,Success (main peak),8850,1,0,2,0,TRUE,Rolwaling Excursion
EVER11128,Everest,2011,Spring,2011-04-06,2011-05-21,2011-05-26,Success (main peak),8850,4,0,4,0,TRUE,High Altitude Dreams
EVER11129,Everest,2011,Spring,2011-04-09,2011-05-21,2011-05-26,Success (main peak),8850,8,0,4,0,TRUE,Everest Parivar
EVER11130,Everest,2011,Spring,2011-04-07,2011-05-20,2011-05-28,Success (main peak),8850,2,0,2,0,TRUE,Rolwaling Excursion
EVER11131,Everest,2011,Spring,2011-04-10,2011-05-13,2011-05-16,Success (main peak),8850,2,0,3,0,TRUE,Peak Promotion
EVER11132,Everest,2011,Spring,2011-04-19,2011-05-20,2011-05-26,Success (main peak),8850,4,0,2,0,TRUE,Thamserku Trekking
EVER11133,Everest,2011,Spring,2011-04-17,2011-05-20,2011-05-27,"Bad weather (storms, high winds)",7900,4,0,3,0,TRUE,Thamserku Trekking
EVER11134,Everest,2011,Spring,2011-04-08,2011-05-16,2011-05-28,Success (main peak),8850,12,0,10,0,TRUE,Summit Nepal Trekking
EVER11135,Everest,2011,Spring,2011-04-08,2011-05-12,2011-05-16,Success (main peak),8850,5,0,7,0,TRUE,Everest Parivar
EVER11137,Everest,2011,Spring,2011-04-16,2011-05-12,2011-05-25,Success (main peak),8850,1,0,1,0,TRUE,Arun Treks
EVER11138,Everest,2011,Spring,2011-04-16,2011-05-12,2011-05-24,Success (main peak),8850,1,0,2,0,TRUE,Arun Treks
EVER11142,Everest,2011,Spring,2011-04-11,2011-05-05,2011-05-24,Success (main peak),8850,28,1,55,0,TRUE,Beyul Adventure
EVER11144,Everest,2011,Spring,2011-04-22,2011-05-22,2011-05-31,Other,8600,6,0,5,0,TRUE,High Country Trekking
EVER11145,Everest,2011,Spring,2011-04-14,2011-05-21,2011-05-27,"Illness, AMS, exhaustion, or frostbite",8460,1,0,0,0,FALSE,Adventure Extreme
EVER11146,Everest,2011,Spring,2011-04-08,2011-05-13,2011-05-16,Success (main peak),8850,16,0,21,0,TRUE,Senge Treks & Expeditions
EVER11147,Everest,2011,Spring,2011-04-12,2011-05-20,2011-05-24,Success (main peak),8850,8,0,6,0,TRUE,High Altitude Dreams
EVER11148,Everest,2011,Spring,2011-04-15,2011-05-03,2011-05-05,"Illness, AMS, exhaustion, or frostbite",6700,2,0,1,0,FALSE,Thamserku Trekking
EVER11149,Everest,2011,Spring,2011-04-14,2011-05-14,2011-05-22,Success (main peak),8850,9,0,12,0,TRUE,Sherpa Shangri-La Trekking
EVER11150,Everest,2011,Spring,2011-05-05,2011-05-20,2011-05-27,"Bad weather (storms, high winds)",8270,3,0,3,0,TRUE,Thamserku Trekking
EVER11151,Everest,2011,Spring,2011-04-14,2011-05-21,2011-05-27,Success (main peak),8850,1,0,1,0,TRUE,Thamserku Trekking
EVER11155,Everest,2011,Spring,2011-04-12,2011-05-20,2011-05-23,Success (main peak),8850,1,0,2,0,TRUE,High Altitude Dreams
EVER11156,Everest,2011,Spring,2011-04-14,2011-05-21,2011-05-25,Success (main peak),8850,1,0,1,0,TRUE,Himalayan Guides
EVER11158,Everest,2011,Spring,2011-04-03,2011-05-13,2011-05-17,Success (main peak),8850,1,0,1,0,TRUE,Himalayan Windhorse Adventure
EVER11162,Everest,2011,Spring,2011-04-14,2011-05-22,2011-05-28,"Illness, AMS, exhaustion, or frostbite",8600,1,0,1,0,TRUE,Yala Adventure
EVER11163,Everest,2011,Spring,2011-04-18,2011-05-27,2011-05-31,Success (main peak),8850,7,0,8,0,TRUE,Explore Himalaya
EVER11164,Everest,2011,Spring,2011-04-23,2011-05-20,2011-05-23,Success (main peak),8850,6,0,8,0,TRUE,Himalayan Guides
EVER11165,Everest,2011,Spring,2011-04-11,2011-05-16,2011-05-22,Success (main peak),8850,4,0,3,0,TRUE,Himalayan Guides
EVER11167,Everest,2011,Spring,2011-04-14,2011-05-12,NA,"Illness, AMS, exhaustion, or frostbite",8800,1,1,3,0,TRUE,Cosmo Treks
EVER11166,Everest,2011,Spring,2011-04-18,2011-05-20,2011-05-26,"Illness, AMS, exhaustion, or frostbite",8500,2,0,3,0,TRUE,Loben Expeditions
EVER11161,Everest,2011,Spring,2011-04-21,2011-05-15,2011-05-17,Success (main peak),8850,2,0,2,0,TRUE,High Altitude Dreams
EVER11160,Everest,2011,Spring,2011-04-16,2011-05-18,2011-05-24,Success (main peak),8850,1,0,3,0,TRUE,Arun Treks
EVER11159,Everest,2011,Spring,2011-04-21,2011-05-21,2011-05-23,Success (main peak),8850,5,0,0,0,TRUE,World Summit Explorer
EVER11157,Everest,2011,Spring,2011-04-25,2011-05-22,2011-05-26,"Bad weather (storms, high winds)",8000,1,0,1,0,TRUE,Arun Treks
EVER11154,Everest,2011,Spring,2011-04-24,2011-05-18,2011-05-21,Success (main peak),8850,1,0,1,0,TRUE,Thamserku Trekking
EVER11101,Everest,2011,Spring,2011-04-11,2011-05-06,2011-05-25,Success (main peak),8850,25,0,25,0,TRUE,Asian Trekking
EVER11102,Everest,2011,Spring,2011-05-12,2011-05-20,2011-05-31,Success (main peak),8850,19,0,12,0,TRUE,Asian Trekking
EVER11103,Everest,2011,Spring,NA,2011-05-19,NA,Success (main peak),8850,11,0,29,0,TRUE,Holy Mountain Adventure
EVER11153,Everest,2011,Spring,2011-04-15,2011-05-26,2011-05-31,Success (main peak),8850,15,0,9,0,TRUE,Himalayan Guides
EVER11152,Everest,2011,Spring,2011-04-09,2011-05-05,2011-05-14,Success (main peak),8850,9,0,14,0,TRUE,Himalayan Guides
EVER11143,Everest,2011,Spring,2011-04-12,2011-05-20,2011-05-24,Success (main peak),8850,9,0,10,0,TRUE,Mountain Experience
EVER11141,Everest,2011,Spring,2011-04-14,2011-05-20,2011-05-22,Success (main peak),8850,8,0,15,0,TRUE,Explore Himalaya
EVER11140,Everest,2011,Spring,2011-04-15,2011-05-05,2011-05-22,Success (main peak),8850,16,0,19,0,TRUE,Mountain Experience
